"TITLE"	"SUMMARY"	"URL"	"change"
"Medivation shareholders should be ‘thrilled’ about price of Pfizer deal: analysts"	"Medivation shareholders should be ‘thrilled’ about price of Pfizer deal: analysts"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=28D64570-6873-11E6-AF2A-021016061ED1&siteid=yhoof2"	"N"
"European stocks dip awaiting clear US rate outlook"	"[AFP] - In mid-afternoon trading, London's benchmark FTSE 100 had lost 0.65 percent compared with Friday's close while in the eurozone both Frankfurt and Paris gave up early minor gains"	"http://uk.finance.yahoo.com/news/european-stocks-dip-awaiting-clear-144658288.html"	"N"
"Monday links: work and drudgery"	"Monday links: work and drudgery"	"http://finance.yahoo.com/tumblr/blog-monday-links-work-and-drudgery-163618457.html"	"N"
"Pfizer Claims Pharmaceutical's Latest Big Prize"	"Pfizer Claims Pharmaceutical's Latest Big Prize"	"http://finance.yahoo.com/video/pfizer-claims-pharmaceuticals-latest-big-163348442.html"	"N"
"New Research Reports for Pfizer, Cisco & Visa"	"New Research Reports for Pfizer, Cisco & Visa"	"http://finance.yahoo.com/news/research-reports-pfizer-cisco-visa-163004789.html"	"N"
"[$$] Pfizer's Medivation Deal Latest in Long Line of Similar Acquisitions"	"[$$] Pfizer's Medivation Deal Latest in Long Line of Similar Acquisitions"	"http://www.wsj.com/articles/pfizers-medivation-deal-latest-in-long-line-of-similar-acquisitions-1471882973?mod=yahoo_hs"	"N"
"The takeover pipeline: Who will be next?"	"The takeover pipeline: Who will be next?"	"http://finance.yahoo.com/video/takeover-pipeline-next-162200209.html"	"N"
"Pfizer's Deal to Buy Medivation May Give the Company Its Groove Back"	"Pfizer's Deal to Buy Medivation May Give the Company Its Groove Back"	"http://www.thestreet.com/video/13681451/pfizer-s-deal-to-buy-medivation-may-give-the-company-its-groove-back.html?puc=yahoov&cm_ven=YAHOOV"	"N"
"Incyte (INCY) Stock Rises on Takeover Speculation After $14 Billion Pfizer, Medivation Deal"	"Incyte (INCY) Stock Rises on Takeover Speculation After $14 Billion Pfizer, Medivation Deal"	"https://www.thestreet.com/story/13681606/1/incyte-incy-stock-rises-on-takeover-speculation-after-14-billion-pfizer-medivation-deal.html?puc=yahoo&cm_ven=YAHOO"	"N"
"What's Driving the M&A in Health Care?"	"What's Driving the M&A in Health Care?"	"http://finance.yahoo.com/video/whats-driving-m-health-care-205839270.html"	"N"
"Bernie Sanders Just Called Out Pfizer and Medivation on Twitter"	"Bernie Sanders Just Called Out Pfizer and Medivation on Twitter"	"http://finance.yahoo.com/news/bernie-sanders-just-called-pfizer-183506248.html"	"N"
"Pfizer to Buy Medivation for $14B, Boost Cancer Franchise (revised)"	"Putting rumors to rest, Pfizer Inc.PFE and Medivation, Inc. MDVN announced that they have entered into a definitive merger agreement under which Pfizer will acquire Medivation for $81.50 per share in cash or a total enterprise value"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/W_ppGfTGkTQ/pfizer-to-buy-medivation-for-14b-boost-cancer-franchise-revised-cm668842"	"N"
"S&P 500, Dow industrials book a loss as oil snaps win streak"	"S&P 500, Dow industrials book a loss as oil snaps win streak"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=FC57CAAE-683C-11E6-AF2A-021016061ED1&siteid=yhoof2"	"N"
"Stocks end mostly lower in quiet trade; oil prices decline"	"Stocks end mostly lower in quiet trade; oil prices decline"	"http://finance.yahoo.com/news/stocks-fall-early-trading-oil-140534701.html"	"N"
"Pfizer's Medivation buy seen prescribing more biotech M&A"	"[Reuters] - Medivation's $14 billion sale to U.S. drug giant Pfizer Inc for a hefty premium, the largest U.S. biotechnology acquisition so far this year, had investors on Monday speculating about more dealmaking in the sector. Shares of Incyte Corp and Seattle Genetics , rose as much as 11 percent and 4 percent, respectively. Incyte and Seattle Genetics, which have respective market capitalizations of $15.4 billion and $6.7 billion, focus on innovative cancer treatments and, like Medivation, are already producing revenue."	"http://finance.yahoo.com/news/pfizers-medivation-buy-seen-prescribing-202759352.html"	"N"
"Mid-Day Market Update: Crude Oil Down 2.8%; Intersil Shares Spike Higher"	"Midway through trading Monday, the Dow traded up 0.02 percent to 18,556.55 while the NASDAQ rose 0.06 percent to 5,241.33. The S&P also rose, gaining 0.01 percent to 2,183.90.  Leading and Lagging Sectors"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/BkO2-kEfPrc/mid-day-market-update-crude-oil-down-28-intersil-shares-spike-higher-cm668615"	"N"
"[$$] Pfizer swallows Medivation in effort to conquer cancer"	"[at Financial Times] - When Dr Mace Rothenberg, Pfizer's top cancer scientist, joined the company in 2008, the drugmaker concentrated almost exclusively on selling primary care medicines prescribed by family doctors, ..."	"http://www.ft.com/cms/s/1fd54b5a-687e-11e6-ae5b-a7cc5dd5a28c,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"[$$] Pfizer Buys Part of AstraZeneca's Antibiotics Business"	"[$$] Pfizer Buys Part of AstraZeneca's Antibiotics Business"	"http://www.wsj.com/articles/astrazeneca-sells-part-of-antibiotics-business-to-pfizer-for-up-to-1-575-billion-1472021239?mod=yahoo_hs"	"N"
"[$$] AstraZeneca and Pfizer strike $1.6bn antibiotics deal"	"[at Financial Times] - Anglo-Swedish pharmaceuticals group AstraZeneca has agreed to sell part of its antibiotics business to former US suitor Pfizer in a deal worth up to $1.6bn. The sale, unveiled on Wednesday, sees Pfizer ..."	"http://www.ft.com/cms/s/c7ca348a-69e9-11e6-ae5b-a7cc5dd5a28c,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"Market News Over Summer Vacation: PFE, AZN, TSLA, LZB"	"Market News Over Summer Vacation: PFE, AZN, TSLA, LZB"	"http://finance.yahoo.com/news/market-news-over-summer-vacation-141102398.html"	"N"
"Write A Prescription For More Pharma M&A With This ETF"	"Write A Prescription For More Pharma M&A With This ETF"	"http://finance.yahoo.com/news/write-prescription-more-pharma-m-140038698.html"	"N"
"Why Pfizer's Latest Deal Could Send Its Shares Soaring"	"Why Pfizer's Latest Deal Could Send Its Shares Soaring"	"https://www.thestreet.com/story/13683180/1/why-pfizer-s-latest-deal-could-send-its-shares-soaring.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Apple, McDonald’s, Yahoo: 5 Stocks Hedge Funds Were Getting Rid of During Q2"	"Apple, McDonald’s, Yahoo: 5 Stocks Hedge Funds Were Getting Rid of During Q2"	"http://www.insidermonkey.com/blog/apple-mcdonalds-yahoo-5-stocks-hedge-funds-were-getting-rid-of-during-q2-470315/"	"N"
"Stocks Open Flat To Lower As Oil Dips; Lannett Surges, Intuit, Express Dive"	"Stocks Open Flat To Lower As Oil Dips; Lannett Surges, Intuit, Express Dive"	"http://www.investors.com/market-trend/stock-market-today/stock-futures-narrowly-higher-lannett-rockets-intuit-express-cave/"	"N"
"Medivation: The Latest Analyst Recommendations"	"Medivation: The Latest Analyst Recommendations"	"http://marketrealist.com/2016/08/medivation-the-latest-analyst-recommendations/?utm_source=yahoo&utm_medium=feed"	"N"
"Risk Arbitrage Trading Strategies"	"Risk Arbitrage Trading Strategies"	"http://finance.yahoo.com/news/risk-arbitrage-trading-strategies-145604981.html"	"N"
"Early movers: FIT, TSLA, PFE, LZB, CLVS, NMBL & more"	"Early movers: FIT, TSLA, PFE, LZB, CLVS, NMBL & more"	"http://www.cnbc.com/id/103889463?__source=yahoo%7cfinance%7cheadline%7cheadline%7cstory&par=yahoo&doc=103889463"	"N"
"[$$] Smaller Biotech Buyout Targets After Medivation"	"[$$] Smaller Biotech Buyout Targets After Medivation"	"http://www.barrons.com/articles/smaller-biotech-buyout-targets-after-medivation-1472051871?mod=yahoobarrons&ru=yahoo"	"N"
"Forget About That Pfizer Mega-Merger"	"Forget About That Pfizer Mega-Merger"	"http://www.bloomberg.com/gadfly/articles/2016-08-24/pfizer-mega-merger-not-as-likely-as-smaller-deals?cmpid=yhoo.headline"	"N"
"U.S. stock futures search for firm direction, marooned in wait for Yellen"	"[at MarketWatch] - U.S. stock futures wander between small gains and losses Wednesday, suggesting a muted open for Wall Street as investors keep up their wait for the Federal Reserve’s summer summit."	"http://www.marketwatch.com/News/Story/Story.aspx?guid=7E7E4D06-69D6-11E6-933B-8BAFB8E4E1DA&siteid=yhoof2"	"N"
"Pfizer to Acquire Rights to AstraZeneca's Antibiotics Business"	"Pfizer to Acquire Rights to AstraZeneca's Antibiotics Business"	"http://finance.yahoo.com/news/pfizer-acquire-rights-astrazenecas-antibiotics-111411833.html"	"N"
"Pfizer: Let's Stay Together"	"Pfizer: Let's Stay Together"	"http://www.bloomberg.com/gadfly/articles/2016-08-24/pfizer-split-looking-less-likely-with-every-deal-it-does?cmpid=yhoo.headline"	"N"
"10 things you need to know today"	"10 things you need to know today"	"http://finance.yahoo.com/news/10-things-know-opening-bell-105000599.html"	"N"
"Deals of the Day: Pfizer Does Another Deal, Bracing for a September IPO Spike"	"Deals of the Day: Pfizer Does Another Deal, Bracing for a September IPO Spike"	"http://blogs.wsj.com/moneybeat/2016/08/24/deals-of-the-day-pfizer-does-another-deal-bracing-for-a-september-ipo-spike/?mod=yahoo_hs"	"N"
"Jacobs Wins Pfizer's Chinese Bio-Facility Project Contract"	"Jacobs Wins Pfizer's Chinese Bio-Facility Project Contract"	"http://finance.yahoo.com/news/jacobs-wins-pfizers-chinese-bio-103210901.html"	"N"
"5 Things You Must Know Before the Market Opens Wednesday"	"5 Things You Must Know Before the Market Opens Wednesday"	"https://www.thestreet.com/story/13682214/1/5-things-you-must-know-before-the-market-opens-wednesday.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Stock Futures Little Changed in Wait for Friday's Yellen Speech"	"Stock Futures Little Changed in Wait for Friday's Yellen Speech"	"https://www.thestreet.com/story/13682827/1/stock-futures-little-changed-in-wait-for-friday-s-yellen-speech.html?puc=yahoo&cm_ven=YAHOO"	"N"
"AstraZeneca selling antibiotic unit to Pfizer for $725M"	"AstraZeneca selling antibiotic unit to Pfizer for $725M"	"http://www.bizjournals.com/philadelphia/news/2016/08/24/astrazeneca-antibiotic-pfizer.html?ana=yahoo"	"N"
"Jacobs Wins Pfizer's Chinese Bio-Facility Project Contract"	"Jacobs Engineering Group Inc.JEC recently received a contract from Pfizer Inc. PFE to develop a new state of the art biotechnology centre in China. The new contract would not only boost Jacobs' organic growth but is also"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SM-F8WY3oyE/jacobs-wins-pfizers-chinese-bio-facility-project-contract-cm669372"	"N"
"Pfizer to buy antibiotics business from AstraZeneca"	"[Reuters - UK Focus] - Pharmaceutical company AstraZeneca has agreed to sell its small molecule antibiotics business to Pfizer Inc in a deal that could be valued at more than $1.5 billion. AstraZeneca, which saw off a $120 billion ..."	"http://uk.finance.yahoo.com/news/pfizer-buy-antibiotics-business-astrazeneca-074407334.html"	"N"
"Pfizer To Acquire Small Molecule Anti-Infective Business From AstraZeneca"	"[at noodls] - Pfizer Inc. (NYSE:PFE) today announced that it has entered into an agreement with AstraZeneca to acquire the development and commercialization rights to its late-stage small molecule anti-infectives business, ..."	"http://www.publicnow.com/view/A3552E7E14C06E9913223306E763344637535BD3"	"N"
"AstraZeneca to sell antibiotics business to Pfizer"	"[Reuters - UK Focus] - Pharmaceutical company AstraZeneca said it had agreed to sell its small molecule antibiotics business to Pfizer in a deal that could reach more than $1.5 billion. The portfolio includes approved antibiotics ..."	"http://uk.finance.yahoo.com/news/astrazeneca-sell-antibiotics-business-pfizer-061505107.html"	"N"
"Pfizer to Buy Antibiotics From AstraZeneca for $725 Million"	"Pfizer to Buy Antibiotics From AstraZeneca for $725 Million"	"http://www.bloomberg.com/news/articles/2016-08-24/pfizer-to-buy-small-molecule-antibiotics-unit-from-astrazeneca?cmpid=yhoo.headline"	"N"
"Pfizer to Acquire Small Molecule Anti-Infective Business from AstraZeneca"	"[Business Wire] - Pfizer Inc. today announced that it has entered into an agreement with AstraZeneca to acquire the development and commercialization rights to its late-stage small molecule anti-infectives business, primarily outside the United States."	"http://finance.yahoo.com/news/pfizer-acquire-small-molecule-anti-060000749.html"	"N"
"Pfizer Picks Up AstraZeneca's Antibiotics Business"	"Pfizer Picks Up AstraZeneca's Antibiotics Business"	"https://www.thestreet.com/story/13683495/1/pfizer-picks-up-astrazeneca-s-antibiotics-business.html?puc=yahoo&cm_ven=YAHOO"	"N"
"AstraZeneca Sells Part of its Antibiotics Business to Pfizer -- Update"	"AstraZeneca Sells Part of its Antibiotics Business to Pfizer -- Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QHEATQsPW6Y/astrazeneca-sells-part-of-its-antibiotics-business-to-pfizer--update-20160824-00061"	"N"
"AstraZeneca to sell molecule antibiotics business to Pfizer"	"AstraZeneca to sell molecule antibiotics business to Pfizer"	"http://finance.yahoo.com/news/astrazeneca-sell-molecule-antibiotics-business-104259357.html"	"N"
"Pfizer Buys Part of AstraZeneca''s Antibiotics Business"	"Pfizer Buys Part of AstraZeneca''s Antibiotics Business"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UjyXaj3rYnY/pfizer-buys-part-of-astrazenecas-antibiotics-business-20160824-00075"	"N"
"AstraZeneca Sells Part of Antibiotics Business to Pfizer"	"AstraZeneca Sells Part of Antibiotics Business to Pfizer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/HKYuK-sGVok/astrazeneca-sells-part-of-antibiotics-business-to-pfizer-20160824-00056"	"N"
"AstraZeneca Sells Part of its Antibiotics Business to Pfizer"	"AstraZeneca Sells Part of its Antibiotics Business to Pfizer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/y7m0aXZPEWg/astrazeneca-sells-part-of-its-antibiotics-business-to-pfizer-20160824-00062"	"N"
"AstraZeneca Sells Part of Antibiotics Business to Pfizer for Up to $1.575 Billion"	"AstraZeneca Sells Part of Antibiotics Business to Pfizer for Up to $1.575 Billion"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Y0e7LOmdS7Y/astrazeneca-sells-part-of-antibiotics-business-to-pfizer-for-up-to-1575-billion-20160824-00048"	"N"
"Pfizer Acquires Rights Of AstraZeneca's Small Molecule Anti-infectives Business"	"Pfizer Acquires Rights Of AstraZeneca's Small Molecule Anti-infectives Business"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/a5IQtWUlUHs/pfizer-acquires-rights-of-astrazenecas-small-molecule-antiinfectives-business-20160824-00025"	"N"
"U.S. Market Indexes Higher on Tuesday"	"U.S. Market Indexes Higher on Tuesday"	"http://finance.yahoo.com/news/u-market-indexes-higher-tuesday-231614775.html"	"N"
"Pfizer Acquires Medivation, Renews Biotech M&A Bets"	"Pfizer ( PFE ) announced a $14 billion deal to acquire cancer drug developer Medivation (NasdaqGS  MDVN), propelling the broader biotechnology exchange traded funds higher on speculation of more deals in the sector.  Biopharmaceutical giant"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aW2rSRnWQCs/pfizer-acquires-medivation-renews-biotech-ma-bets-cm668631"	"N"
"After Hours Most Active for Aug 23, 2016 :  ESRX, AAPL, LMT, WIX, CSCO, MSFT, EMC, AMAT, WFT, PFE, BAC, C"	"The NASDAQ 100 After Hours Indicator is down 1.39 to 4,817.09. The total After hours volume is currently 25,228,394 shares traded. The following are the most active stocks for the after hours session Express Scripts Holding Company ( ESRX"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Zg8XlSKpm7g/after-hours-most-active-for-aug-23-2016-esrx-aapl-lmt-wix-csco-msft-emc-amat-wft-pfe-bac-c-cm669240"	"N"
"The 3 Best Fidelity ETFs … No Matter Who Wins the Election!"	"One of Wall Street's favorite games right now is gaming the 2016 election. What stocks will soar if Hillary Clinton enters the White House? What"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wr_WmjCJOFA/the-3-best-fidelity-etfs-no-matter-who-wins-the-election-cm668750"	"N"
"Why Intersil Corp (ISIL), Medivation Inc (MDVN) and United States Steel Corporation (X) Are 3 of Today’s Best Stocks"	"It was a quiet start to the week for stocks as investors appeared pensive about what could come of the Federal Reserve's meeting in Jackson"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/W3286-wlAu4/why-intersil-corp-isil-medivation-inc-mdvn-and-united-states-steel-corporation-x-are-3-of-todays-best-stocks-cm668795"	"N"
"Stocks Finish Mixed Amid Summer Doldrums"	"U.S. equities finished mixed on Monday amid quiet, late summer trading.  In the end, the Dow Jones Industrial Average lost 0.1%, the S&P 500"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/RiVMkA7DHOg/stocks-finish-mixed-amid-summer-doldrums-cm668804"	"N"
"S&P 500, Nasdaq near records as housing data boosts stocks"	"S&P 500, Nasdaq near records as housing data boosts stocks"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=6F18A0F2-6907-11E6-9466-B35C1E3D9BB5&siteid=yhoof2"	"N"
"Pfizer & Medivation: A Big Win Like Gilead-Pharmasset or a Big Bust Like Bristol-Inhibitex?"	"Pfizer & Medivation: A Big Win Like Gilead-Pharmasset or a Big Bust Like Bristol-Inhibitex?"	"http://blogs.barrons.com/stockstowatchtoday/2016/08/23/pfizer-medivation-a-big-win-like-gilead-pharmasset-or-a-big-bust-like-bristol-inhibitex/?mod=yahoobarrons&ru=yahoo"	"N"
"Pfizer Buys Part of AstraZeneca''s Antibiotics Business -- 2nd Update"	"Pfizer Buys Part of AstraZeneca''s Antibiotics Business -- 2nd Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DVjoVy1QA5w/pfizer-buys-part-of-astrazenecas-antibiotics-business--2nd-update-20160824-00074"	"N"
"Pfizer to buy antibiotics business from AstraZeneca"	"Pfizer to buy antibiotics business from AstraZeneca"	"http://sg.finance.yahoo.com/news/astrazeneca-sell-antibiotics-business-pfizer-061644642.html"	"N"
"Pfizer Buys Part of AstraZeneca's Antibiotics Business"	"Pfizer Buys Part of AstraZeneca's Antibiotics Business"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/VzprFIAXXwk/pfizer-buys-part-of-astrazenecas-antibiotics-business-20160824-00076"	"N"
"Stock Market News for August 24, 2016"	"Stock Market News for August 24, 2016"	"http://finance.yahoo.com/news/stock-market-news-august-24-135601214.html"	"N"
"Pfizer to Acquire Rights to AstraZeneca's Antibiotics Business"	"Pfizer Inc.PFE announced that it has entered into an agreement to acquire the rights to AstraZeneca plc's AZN late stage small molecule anti infectives business, primarily in the ex U.S. markets.  The transaction will give Pfizer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Fxwfa9Sb7wM/pfizer-to-acquire-rights-to-astrazenecas-antibiotics-business-cm669407"	"N"
"AstraZeneca to sell molecule antibiotics business to Pfizer"	"AstraZeneca to sell molecule antibiotics business to Pfizer"	"http://sg.finance.yahoo.com/news/astrazeneca-sell-molecule-antibiotics-business-104259172.html"	"N"
"AstraZeneca sells part of antibiotics unit to Pfizer"	"AstraZeneca sells part of antibiotics unit to Pfizer"	"http://uk.finance.yahoo.com/news/astrazeneca-sells-part-antibiotics-unit-083258293.html"	"N"
"What does AstraZeneca plc’s deal with Pfizer mean for shareholders?"	"What does AstraZeneca plc’s deal with Pfizer mean for shareholders?"	"http://uk.finance.yahoo.com/news/does-astrazeneca-plc-deal-pfizer-095608782.html"	"N"
"Allergan, Humana, Biogen: Billionaires’ Favorite Healthcare Stocks For Q3"	"Allergan, Humana, Biogen: Billionaires’ Favorite Healthcare Stocks For Q3"	"http://www.insidermonkey.com/blog/allergan-humana-biogen-billionaires-favorite-healthcare-stocks-for-q3-470339/"	"N"
"Major Pharma Short Interest Faces Significant Drop"	"Major Pharma Short Interest Faces Significant Drop"	"http://247wallst.com/healthcare-business/2016/08/25/major-pharma-short-interest-faces-significant-drop/"	"N"
"Pfizer Can Stall the Decision to Split — Thanks to Medivation"	"Pfizer Can Stall the Decision to Split — Thanks to Medivation"	"http://finance.yahoo.com/tumblr/blog-pfizer-can-stall-the-decision-to-split-thanks-to-143606562.html"	"N"
"HEB Gets Some Respite, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN"	"HEB Gets Some Respite, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/VwNapvPad8E/heb-gets-some-respite-itek-awaits-data-in-dec-nymx-abuzz-fda-snubs-amgn-20160825-00024"	"N"
"Pfizer to Buy Some Of Astra's Antibiotics -- WSJ"	"Pfizer to Buy Some Of Astra's Antibiotics -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rmPI1PaT9pk/pfizer-to-buy-some-of-astras-antibiotics--wsj-20160825-00055"	"N"
"HEB Gets Some Relief, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN"	"HEB Gets Some Relief, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/BleN1x1kLZI/heb-gets-some-relief-itek-awaits-data-in-dec-nymx-abuzz-fda-snubs-amgn-20160825-00026"	"N"
"HEB Gets Some Relief, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN"	"HEB Gets Some Relief, ITEK Awaits Data In Dec., NYMX Abuzz, FDA Snubs AMGN"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/PXGZ1N-BZvM/heb-gets-some-relief-itek-awaits-data-in-dec-nymx-abuzz-fda-snubs-amgn-20160825-00025"	"N"
"Merck & Co., Inc. Features Slow and Steady Dividend Growth (MRK)"	"Merck & Co., Inc. ( MRK ) is a blue chip dividend stock that has paid a consistent dividend since 1970 and has grown its"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/f8_bd9vlJi8/merck-co-inc-features-slow-and-steady-dividend-growth-mrk-cm669813"	"N"
"Which Criteria Best Determine the Success of Mergers?"	"Throughout the past three months, several mergers, including the $14 billion merger between Pfizer Inc. ( PFE ) and Medivation Inc. ( MDVN ), were announced. In part one of our study , we discussed how the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1oCpLErAors/which-criteria-best-determine-the-success-of-mergers-cm669847"	"N"
"Dear Pfizer, Stop Overpaying for Acquisitions!"	"Image source  Getty Images.  If you've ever taken the time to sit down and listen to one of Pfizer 's(NYSE  PFE) quarterly conference calls or investor day updates, you'll catch many of"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GOUg-HeNGsg/dear-pfizer-stop-overpaying-for-acquisitions-cm669797"	"N"
"Portfolio Manager: Is Pfizer Acquiring Too Quickly?"	"Portfolio Manager: Is Pfizer Acquiring Too Quickly?"	"http://realmoney.thestreet.com/articles/08/24/2016/portfolio-manager-pfizer-acquiring-too-quickly?puc=yahoo&cm_ven=YAHOO"	"N"
"How Mylan And Pfizer Could Cause A Major Biotech Backlash"	"How Mylan And Pfizer Could Cause A Major Biotech Backlash"	"http://www.forbes.com/sites/stephenbrozak/2016/08/25/how-mylan-and-pfizer-could-cause-a-major-biotech-backlash/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix"	"N"
"Company News for August 25, 2016"	"Company News for August 25, 2016"	"http://finance.yahoo.com/news/company-news-august-25-2016-135301154.html"	"N"
"AstraZeneca Sells Antibiotics Business; Mallinckrodt Sheds Imaging Unit"	"AstraZeneca Sells Antibiotics Business; Mallinckrodt Sheds Imaging Unit"	"http://www.investors.com/news/technology/astrazeneca-sells-antibiotics-biz-mallinkcrodt-sheds-imaging-unit/"	"N"
"Biotech Stocks Seesaw As M&A Hopes Meet New Pricing Fears"	"Biotech Stocks Seesaw As M&A Hopes Meet New Pricing Fears"	"http://www.investors.com/news/technology/biotech-stocks-seesaw-as-ma-hopes-meet-new-pricing-fears/"	"N"
"Crude Oil, Health Care Team Up to Pull Wall Street Lower"	"Crude Oil, Health Care Team Up to Pull Wall Street Lower"	"https://www.thestreet.com/story/13684482/1/crude-oil-health-care-team-up-to-pull-wall-street-lower.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Dear Pfizer, Stop Overpaying for Acquisitions!"	"Dear Pfizer, Stop Overpaying for Acquisitions!"	"http://www.fool.com/investing/2016/08/24/dear-pfizer-stop-overpaying-for-acquisitions.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"Stocks Extend Decline as Crude Falls to One-Week Low"	"Stocks Extend Decline as Crude Falls to One-Week Low"	"https://www.thestreet.com/story/13684168/1/stocks-decline-as-crude-slides-fed-summit-ticks-closer.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Trade of the Day: Achillion Pharmaceuticals, Inc. (NASDAQ:ACHN)"	"To receive further information on this Achillion Pharmaceuticals, Inc. (NASDAQ  ACHN ) trade or any of  Profit Scanner's  trading opportunities ,  sign up for a risk"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tbofCaVtjVg/trade-of-the-day-achillion-pharmaceuticals-inc-nasdaqachn-cm669718"	"N"
"PFE, AZN: Pfizer Inc. to Buy AstraZeneca plc (ADR)’s Antibiotic Business"	"Pfizer Inc. (NYSE  PFE ) has announced that it will be acquiring part of  AstraZeneca plc (ADR)'s (NYSE  AZN ) antibiotic business."	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/r0ZfP6ogCvA/pfe-azn-pfizer-inc-to-buy-astrazeneca-plc-adrs-antibiotic-business-cm669799"	"N"
"AstraZeneca to sell antibiotic pills business to Pfizer"	"AstraZeneca to sell antibiotic pills business to Pfizer"	"http://sg.finance.yahoo.com/news/astrazeneca-sell-antibiotic-pills-business-172546403.html"	"N"
"U.S. Market Indexes Higher on Tuesday"	"U.S. market indexes were higher on Tuesday. For the day, the Dow Jones Industrial Average closed at 18547.30 for a gain of 17.88 points, or 0.10%. The S&P 500 was also higher, closing at 2186.90 for a"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/85kkLjf7Qoc/us-market-indexes-higher-on-tuesday-cm669302"	"N"
"Market News Over Summer Vacation: PFE, AZN, TSLA, LZB"	"Wednesday, August 24, 2016  You know you're in the middle of a market slow down period when before the bell news focuses on the 2016 Economic Symposium in Jackson Hole, WY when Fed Chair Janet Yellen"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gbnVHJ2ljjA/market-news-over-summer-vacation-pfe-azn-tsla-lzb-cm669631"	"N"
"Pfizer to Buy Rival's Antibiotics Business (PFN)"	"Pfizer to Buy Rival's Antibiotics Business (PFN)"	"http://www.investopedia.com/news/pfizer-buy-rivals-antibiotics-business-pfn/?partner=YahooSA"	"N"
"Company News for August 25, 2016"	"• Shares of Intuit Inc. ( INTU ) fell 3.5% after forecasting fiscal first quarter revenues in the range of $740 million to $760 million, lower than the Zacks Consensus Estimate of $780 million  • Pfizer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UI0gN0F87rk/company-news-for-august-25-2016-cm670085"	"N"
"[$$] Pfizer Buys Part of AstraZeneca’s Antibiotics Business"	"[$$] Pfizer Buys Part of AstraZeneca’s Antibiotics Business"	"http://www.wsj.com/articles/astrazeneca-sells-part-of-antibiotics-business-to-pfizer-for-up-to-1-575-billion-1472021239?ru=yahoo?mod=yahoo_itp"	"N"
"Pfizer on buying spree with AstraZeneca antibiotics deal"	"Pfizer on buying spree with AstraZeneca antibiotics deal"	"http://sg.finance.yahoo.com/news/pfizer-buying-spree-astrazeneca-antibiotics-175437812.html"	"N"
"Business Highlights"	"Business Highlights"	"http://sg.finance.yahoo.com/news/business-highlights-212440159.html"	"N"
