"TITLE"	"SUMMARY"	"URL"	"change"
"Rex Tillerson Scores $180M Retirement Package From Exxon Mobil Corporation (XOM)"	"InvestorPlace InvestorPlace Stock Market News Stock Advice amp Trading Tips Rex Tillerson s retirement package for leaving 160 Exxon Mobil Corporation NYSE XOM is worth 180 million Rex Tillerson is Donald Trump s current pick"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/D_NXP1pRZc8/rex-tillerson-scores-180m-retirement-package-from-exxon-mobil-corporation-xom-cm729499"	"N"
"The Zacks Analyst Blog Highlights: BP, ExxonMobil, SeaDrill, Petrobras and Eni"	"For Immediate Release Chicago IL January 04 2017 Zacks com announces the list of stocks featured in the Analyst Blog Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets Stocks recently featured in the blog include"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LuN44mq1HSg/the-zacks-analyst-blog-highlights-bp-exxonmobil-seadrill-petrobras-and-eni-cm729416"	"N"
"Hawkish Fed Fails to Spook Dow Jones Industrial Average"	"The 160 Dow Jones Industrial Average DJIA 160 explored a relatively narrow range of 77 points as traders awaited then digested the minutes from December s Federal Reserve meeting Specifically the minutes suggested a more hawkish tone from some Fed officials who said the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/qgwrhlJUfjo/hawkish-fed-fails-to-spook-dow-jones-industrial-average-cm729551"	"N"
"ExxonMobil Develops Efficient New Technology to Dehydrate Natural Gas"	"ExxonMobil Develops Efficient New Technology to Dehydrate Natural Gas"	"http://uk.finance.yahoo.com/news/exxonmobil-develops-efficient-technology-dehydrate-140000965.html"	"N"
"ExxonMobil, Rex Tillerson Reach Deal to Cut Ties"	"ExxonMobil, Rex Tillerson Reach Deal to Cut Ties"	"http://finance.yahoo.com/news/exxonmobil-rex-tillerson-reach-deal-173205433.html"	"N"
"5 Dogs of the Dow Stocks for 2017"	"After a dismal 2015 during which it lost 2 3 the Dow has just completed a spectacular year The blue chip index soared in 2016 gaining 13 4 even as all the other benchmarks recorded spectacular gains Markets survived early blues from slowing growth in China s economy as well as the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/D_E6YU3ilJs/5-dogs-of-the-dow-stocks-for-2017-cm729300"	"N"
"Tillerson Discloses Global Assets of as Much as $400 Million"	"Tillerson Discloses Global Assets of as Much as $400 Million"	"http://finance.yahoo.com/news/tillerson-discloses-global-assets-much-035714476.html"	"N"
"ePlus, Randgold Resources and ExxonMobil highlighted as Zacks Bull and Bear of the Day"	"ePlus, Randgold Resources and ExxonMobil highlighted as Zacks Bull and Bear of the Day"	"http://finance.yahoo.com/news/eplus-randgold-resources-exxonmobil-highlighted-143002542.html"	"N"
"Exxon, Tillerson Strike a Deal to Cut Ties if Executive Lands Secretary of State"	"Exxon, Tillerson Strike a Deal to Cut Ties if Executive Lands Secretary of State"	"https://www.thestreet.com/story/13941217/1/exxon-tillerson-strike-a-deal-to-cut-ties-if-executive-lands-secretary-of-state.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Dow Movers: MCD, WMT"	"In early trading on Wednesday shares of Wal Mart Stores topped the list of the day s best performing Dow Jones Industrial Average components trading up 1 1 Year to date Wal Mart Stores registers a 0 5 gain And the worst performing Dow component thus far on the day is McDonald"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0KRXfqHtJ9Y/dow-movers-mcd-wmt-cm729279"	"N"
"U.S. Democrats, citing Russia, Exxon, want Tillerson hearing delay"	"[Reuters] - Rex Tillerson, President-elect Donald Trump's nominee for secretary of state, won over Republicans during meetings at the U.S. Senate on Wednesday, but Democrats want more time to consider his record, especially his ties to Russia. Senator Bob Corker, the Republican chairman of the Senate Foreign Relations Committee, described Tillerson as very much in the mainstream of U.S. foreign policy thinking."	"http://finance.yahoo.com/news/u-democrats-citing-russia-exxon-001525626.html"	"N"
"Tillerson leaving Exxon with $180 million retirement package"	"Tillerson leaving Exxon with $180 million retirement package"	"http://sg.finance.yahoo.com/news/tillerson-exxon-part-ways-180m-122023867.html"	"N"
"Tillerson's $180M Retirement Pay Raises Questions"	"Tillerson's $180M Retirement Pay Raises Questions"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=E1645ABF-5CF3-41E1-9312-2DDA9382ECD4&siteid=yhoof2"	"N"
"Ford, ExxonMobil Make Filling Up at the Pump Quick, Easy with Gas Payment App through SYNC 3"	"[at noodls] - More from Ford at 2017 CES Ford is first to integrate ExxonMobil's Speedpass+ app to make paying for gas as easy as using the in-vehicle touch screen or voice commands to authorize payment Integration ..."	"http://www.publicnow.com/view/062968E9597B4BF9446CD4CDA370A8C03F7DFA3A"	"N"
"[$$] Top US oil industry group lobbies Trump for lighter regulation"	"[at Financial Times] - The leading US oil and gas industry group has highlighted deregulation, increased access for offshore drilling and more support for pipeline construction as priorities for Donald Trump's administration ..."	"http://www.ft.com/cms/s/6976cd98-d2a4-11e6-9341-7393bb2e1b51,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"[$$] Tillerson Holds as Much as Half a Billion Dollars in Assets"	"[$$] Tillerson Holds as Much as Half a Billion Dollars in Assets"	"http://www.wsj.com/articles/rex-tillerson-holds-as-much-as-half-a-billion-dollars-in-assets-1483572695?mod=yahoo_hs"	"N"
"The leading scholar of income inequality died the same week Exxon awarded Rex Tillerson $180 million"	"The leading scholar of income inequality died the same week Exxon awarded Rex Tillerson $180 million"	"http://qz.com/877853/exxon-mobil-xom-awarded-rex-tillerson-180-million-the-same-week-the-leading-scholar-of-income-inequality-died/?utm_source=YPL"	"N"
"Tillerson and Exxon part ways; $180M retirement package"	"Tillerson and Exxon part ways; $180M retirement package"	"http://finance.yahoo.com/news/tillerson-exxon-part-ways-180m-122023865.html"	"N"
"Stock Market News for January 04, 2017"	"Benchmarks finished in the green on the first trading day of 2017 as investors strived to make up for losses suffered during the last few sessions of profit booking Additionally encouraging manufacturing and construction spending data had a positive impact on investor sentiment However some"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ak2e5eTVc5M/stock-market-news-for-january-04-2017-cm729368"	"N"
"ExxonMobil, Rex Tillerson Reach Deal to Cut Ties"	"On Tuesday oil giant ExxonMobil XOM and President elect Donald Trump s pick for secretary of state Rex Tillerson have agreed to cut all ties and comply with conflict of interest requirements as the former chairman and CEO awaits confirmation The retirement deal was reached with Exxon s"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/uIpykRfGji4/exxonmobil-rex-tillerson-reach-deal-to-cut-ties-cm729472"	"N"
"Apple, Alphabet, Amazon, Microsoft: Who Takes the Crown in 2017?"	"2017 might only be a week old, but it's never too early to predict who will take this year's crown as the top technology company. And I'm not referring to the most-valuable company on a market-cap basis.  The battle taking place in artificial intelligence, IoT (internet of<U+613C><U+3E30>things), the cloud, the smart home, and"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8rUSXwTaQ9k/apple-alphabet-amazon-microsoft-who-takes-the-crown-in-2017-cm730213"	"N"
"The Zacks Analyst Blog Highlights: Verizon Communications, Pfizer, Chevron, Caterpillar and ExxonMobil"	"For Immediate Release Chicago IL January 05 2017 Zacks com announces the list of stocks featured in the Analyst Blog Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets Stocks recently featured in the blog"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/oqKq3dNk4yA/the-zacks-analyst-blog-highlights-verizon-communications-pfizer-chevron-caterpillar-and-exxonmobil-cm729926"	"N"
"Travelers, American Express Sink DJIA Thursday"	"Travelers, American Express Sink DJIA Thursday"	"http://finance.yahoo.com/news/travelers-american-express-sink-djia-210116135.html"	"N"
"ePlus, Randgold Resources and ExxonMobil highlighted as Zacks Bull and Bear of the Day"	"For Immediate Release Chicago IL January 05 2017 Zacks Equity Research highlights ePlus Nasdaq PLUS Free Report as the Bull of the Day and Randgold Resources Nasdaq GOLD Free Report as the Bear of the Day In addition Zacks Equity Research provides analysis"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rS-iFadKWCk/eplus-randgold-resources-and-exxonmobil-highlighted-as-zacks-bull-and-bear-of-the-day-cm729924"	"N"
"Energy Sector Update for 01/06/2017: SOL, XOM, CVX, COP, SLB, OXY"	"Top Energy StocksTop Energy Stocks XOM 0 4 XOM 0 4 CVX 0 2 CVX 0 2 COP flatCOP flat SLB flatSLB flat OXY 0 04 OXY 0 04 Energy shares were mostly firmer in pre market trade on Friday as crude oil futures inched higher following reports of production cuts by oil titan"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Fyp6p2jX3sU/energy-sector-update-for-01062017-sol-xom-cvx-cop-slb-oxy-cm730277"	"N"
"Tillerson knows what's good for Exxon but maybe not for US, House Dem Whip Hoyer says"	"Tillerson knows what's good for Exxon but maybe not for US, House Dem Whip Hoyer says"	"http://www.cnbc.com/id/104203755?__source=yahoo%7cfinance%7cheadline%7cheadline%7cstory&par=yahoo&doc=104203755"	"N"
"Nasdaq notches new closing high as broader stock market sags"	"Nasdaq notches new closing high as broader stock market sags"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=999CB32E-D327-11E6-BCD6-E2A1A77CE9A2&siteid=yhoof2"	"N"
"U.S. Senator Corker expects support for Trump secretary of state pick"	"[Reuters] - The chairman of the U.S. Senate Foreign Relations Committee said on Friday he expected Rex Tillerson, President-elect Donald Trump's nominee to be secretary of state, to win strong support in the Senate ..."	"http://finance.yahoo.com/news/u-senator-corker-expects-support-144935333.html"	"N"
"Rex Tillerson Has Stakes in Some of Exxon<U+0092>s Competitors"	"Rex Tillerson Has Stakes in Some of Exxon<U+0092>s Competitors"	"http://finance.yahoo.com/video/rex-tillerson-stakes-exxon-competitors-185838954.html"	"N"
"Trump<U+0092>s SEC pick pushed clients to say more about climate-change risks"	"Trump<U+0092>s SEC pick pushed clients to say more about climate-change risks"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=F223B2C4-D36B-11E6-8AB9-057378CC298F&siteid=yhoof2"	"N"
"Does Canada Offer FuelCell Energy a Path to Profitability?"	"Does Canada Offer FuelCell Energy a Path to Profitability?"	"http://www.fool.com/investing/2017/01/06/does-canada-offer-fuelcell-energy-a-path-to-profit.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"BlackBerry and Giuliani Partners Join Forces"	"BlackBerry and Giuliani Partners Join Forces"	"http://finance.yahoo.com/video/blackberry-giuliani-partners-join-forces-202858671.html"	"N"
"Rex Tillerson Has Stakes in Some of Exxon<U+0092>s Competitors"	"Rex Tillerson Has Stakes in Some of Exxon<U+0092>s Competitors"	"http://www.bloomberg.com/news/videos/2017-01-05/rex-tillerson-has-stakes-in-some-of-exxon-s-competitors?cmpid=yhoo.headline"	"N"
"Crude Oil Price Dives on Huge Build in Gasoline, Distillate Stockpiles"	"Crude Oil Price Dives on Huge Build in Gasoline, Distillate Stockpiles"	"http://finance.yahoo.com/news/crude-oil-price-dives-huge-175033519.html"	"N"
"Tillerson owns stock in Exxon Mobil competitors"	"Tillerson owns stock in Exxon Mobil competitors"	"http://sg.finance.yahoo.com/news/tillerson-owns-stock-exxon-mobil-170834061.html"	"N"
"Tillerson Discloses Assets Of $400 Million"	"Tillerson Discloses Assets Of $400 Million"	"http://finance.yahoo.com/news/tillerson-discloses-assets-400-million-210000223.html"	"N"
"As Calpers Flails, Don<U+393C><U+3E32>t Bank on Your Pension"	"InvestorPlace InvestorPlace Stock Market News Stock Advice amp Trading Tips Millions of Americans are partially or wholly banking on some form of pension funds for retirement whether they they work for a large corporation a municipality or a given state The problem is that many"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4vrsIciCif0/as-calpers-flails-dont-bank-on-your-pension-cm730092"	"N"
"Energy Sector Update for 01/09/2017: CRK, XOM, CVX, COP, SLB, OXY"	"Top Energy StocksTop Energy Stocks XOM 0 3 XOM 0 3 CVX flatCVX flat COP 0 7 COP 0 7 SLB flatSLB flat OXY flatOXY flat Energy shares were mostly flat in pre market trade on Monday with crude oil futures slipping as increased exports from Iran and increased drilling activities in"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Eq3IdjsqTM0/energy-sector-update-for-01092017-crk-xom-cvx-cop-slb-oxy-cm730939"	"N"
"[$$] Brent clear-up to test 'leave no trace' obligation"	"[at Financial Times] - It is 40 years since oil began flowing from the Brent field in the North Sea - a discovery of such size and quality that its output became the international benchmark for crude prices. About 3bn barrels ..."	"http://www.ft.com/cms/s/75272458-d457-11e6-b06b-680c49b4b4c0,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"[$$] Ethics warning clouds Trump team confirmations"	"[at Financial Times] - A senior US ethics official has warned on the eve of this week's confirmation hearings for Donald Trump's cabinet appointees that the president-elect's picks have not been properly vetted. Two high-ranking ..."	"http://www.ft.com/cms/s/d99990b2-d5c7-11e6-944b-e7eb37a6aa8e,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"Eric Trump Compares Trump Organization-Trump Administration Separation to 'Church and State'"	"Eric Trump Compares Trump Organization-Trump Administration Separation to 'Church and State'"	"https://www.thestreet.com/story/13945658/1/eric-trump-compares-trump-organization-trump-administration-separation-to-church-and-state.html?puc=yahoo&cm_ven=YAHOO"	"N"
"What Dow 20K means for retail investors"	"What Dow 20K means for retail investors"	"http://finance.yahoo.com/video/dow-20k-means-retail-investors-182900817.html"	"N"
"Flood the zone with headlines so no bad news breaks through: Trump's week ahead strategy"	"Flood the zone with headlines so no bad news breaks through: Trump's week ahead strategy"	"http://www.cnbc.com/id/104207066?__source=yahoo%7cfinance%7cheadline%7cheadline%7cstory&par=yahoo&doc=104207066"	"N"
"Dow 30 Stock Roundup: Boeing Wins 737 MAX 8 Order; ExxonMobil, Tillerson Agree to Cut Ties"	"Dow 30 Stock Roundup: Boeing Wins 737 MAX 8 Order; ExxonMobil, Tillerson Agree to Cut Ties"	"http://finance.yahoo.com/news/dow-30-stock-roundup-boeing-215309834.html"	"N"
"Goodbye, Cheap Gas: Drivers Will Not See Reprieve For Weeks"	"Goodbye, Cheap Gas: Drivers Will Not See Reprieve For Weeks"	"https://www.thestreet.com/story/13945575/1/goodbye-cheap-gas-drivers-will-not-see-reprieve-for-weeks.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Does Canada Offer FuelCell Energy a Path to Profitability?"	"The election of Donald Trump has many wondering whether the renewable energy industry will continue to flourish in the United States Much to FuelCell Energy s NASDAQ FCEL delight though there are several signs suggesting that America s neighbors to the north have no intention"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/08eCD3CTQFc/does-canada-offer-fuelcell-energy-a-path-to-profitability-cm730390"	"N"
"Trump fires back at <U+0091>overrated<U+0092> Meryl Streep | McConnell says Democrats need to <U+0091>grow up<U+0092> over cabinet confirmations"	"Trump fires back at <U+0091>overrated<U+0092> Meryl Streep | McConnell says Democrats need to <U+0091>grow up<U+0092> over cabinet confirmations"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=6988505E-D664-11E6-B2D1-5BB37AF8AA48&siteid=yhoof2"	"N"
"U.S. Crude Supplies Slump but Fuel, Cushing Stocks Soar"	"The U S Energy Department s inventory release showed that crude stockpiles fell sharply last week dragging down the overall surplus But strategic supplies at the Cushing OK storage experienced a big build On a further bearish note the report revealed that refined product"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5OkZc7nnSV8/us-crude-supplies-slump-but-fuel-cushing-stocks-soar-cm730640"	"N"
"Notable Friday Option Activity: DVAX, XOM, MCD"	"Looking at options trading activity among components of the Russell 3000 index there is noteworthy activity today in Dynavax Technologies Corp Symbol DVAX where a total volume of 7 484 contracts has been traded thus far today a contract volume which is representative of"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/N7TrVdcSyaw/notable-friday-option-activity-dvax-xom-mcd-cm730592"	"N"
"Noteworthy ETF Inflows: VTI, XOM, JNJ, BRK.B"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the Vanguard Total Stock Market ETF Symbol VTI where we have detected an approximate 270 8 million dollar inflow that s a 0 4 increase week over week"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Snr1exqP-Hc/noteworthy-etf-inflows-vti-xom-jnj-brkb-cm730427"	"N"
"Amazon, Athleisure, and the Death of Traditional Retail"	"On today s episode of the Zacks Friday Finish Line podcast Content Writer Ryan McQueeney and Editor Maddy Johnson take on this week s biggest story the continued efforts of Amazon to take over the retail world First the hosts took a look at some much needed good news from Chipotle CMG"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vQX2MxES1TQ/amazon-athleisure-and-the-death-of-traditional-retail-cm730473"	"N"
"NOTICE TO CURRENT AND FORMER EXXON (XOM) EMPLOYEES: Zamansky LLC Filed an ERISA Class Action Lawsuit for all Exxon Mobil Savings Plan Participants"	"[Business Wire] - On November 23, 2016, Zamansky LLC filed a class action lawsuit and has been appointed lead counsel on behalf of all current and former employees of Exxon Mobil Corporation who were participants in the Exxon Mobil Savings Plan ."	"http://finance.yahoo.com/news/notice-current-former-exxon-xom-214000935.html"	"N"
"After Troubled 2016 Ends On Strong Note For Mutual Funds, What's Ahead For 2017"	"The stock market did an abrupt about face in 2016 It wasn t quite Jekyll and Hyde 160 but it was close The market had two distinct parts said Mark Travis lead manager of 399 million Intrepid Capital Fund ICMBX A lot of investors struggled until Halloween After that"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wvgWc1hnpbs/after-troubled-2016-ends-on-strong-note-for-mutual-funds-whats-ahead-for-2017-cm730522"	"N"
"Shell<U+0092>s Stock Has Risen 16% since September 2016"	"Shell<U+0092>s Stock Has Risen 16% since September 2016"	"http://marketrealist.com/2017/01/shells-stock-performance-rises-16-since-september-2016/?utm_source=yahoo&utm_medium=feed"	"N"
"Bath Savings Trust Co Buys Walt Disney Co, Alphabet Inc, The Estee Lauder Companies Inc, Sells ..."	"New Purchases GOOGL EL AYI UAA ITW TGT GD Added Positions DIS MKC SBUX AMT BR DHR INTU PAYX HEI MCD Reduced Positions SRCL HAIN NVO VFC RHHBY GILD TSCO XOM FLO IDXX Sold Out UA FTV COP ESRX New Purchases"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UbaBlWSxtnk/bath-savings-trust-co-buys-walt-disney-co-alphabet-inc-the-estee-lauder-companies-inc-sells-cm730747"	"N"
"An inside look at Rex Tillerson's West Dallas real estate investment"	"An inside look at Rex Tillerson's West Dallas real estate investment"	"http://www.bizjournals.com/dallas/news/2017/01/06/docs-show-trump-pick-tillerson-a-sylvan-thirty.html?ana=yahoo"	"N"
"How Has Shell<U+0092>s Dividend Yield Shaped Up?"	"How Has Shell<U+0092>s Dividend Yield Shaped Up?"	"http://marketrealist.com/2017/01/shells-dividend-yield-shaped/?utm_source=yahoo&utm_medium=feed"	"N"
"ExxonMobil Develops cMIST Technology to Dry Natural Gas"	"ExxonMobil Develops cMIST Technology to Dry Natural Gas"	"http://finance.yahoo.com/news/exxonmobil-develops-cmist-technology-dry-130501177.html"	"N"
"Tillerson Must Answer for Trump, Big Oil, Even Putin in Hearing"	"Tillerson Must Answer for Trump, Big Oil, Even Putin in Hearing"	"http://finance.yahoo.com/news/tillerson-must-answer-trump-big-100000357.html"	"N"
"[$$] Inside Tillerson's Negotiating Style: Cozy With Power, Unbending and Theatrical"	"[at The Wall Street Journal] - As chief of Exxon Rex Tillerson hammered out multibillion-dollar deals with government leaders of all stripes. On the other hand, a company is not a country. The Senate, which is expected to consider Mr. ..."	"http://www.wsj.com/articles/inside-rex-tillersons-negotiating-style-cozy-with-power-unbending-and-theatrical-1483996831?mod=yahoo_hs"	"N"
"Why 2017 Could be a Good Year for Natural Gas Prices"	"Since the election in November, much has been written and said about the possible benefit of the President-elect<U+393C><U+3E32>s energy policy for oil companies. Donald Trump has vowed to unleash America<U+393C><U+3E32>s energy reserves, encouraging drilling on public land and looking at energy infrastructure projects in terms of their economic"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/e3g4UnZ35RY/why-2017-could-be-a-good-year-for-natural-gas-prices-cm731642"	"N"
"Should You Hold on to Exxon Mobil (XOM) Stock Right Now?"	"Should You Hold on to Exxon Mobil (XOM) Stock Right Now?"	"http://finance.yahoo.com/news/hold-exxon-mobil-xom-stock-130801447.html"	"N"
"Dow Steps Back From 20,000 as Crude Selloff Weighs on Energy Sector"	"Dow Steps Back From 20,000 as Crude Selloff Weighs on Energy Sector"	"https://www.thestreet.com/story/13946715/1/dow-steps-back-from-20-000-as-crude-oil-slides.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Exxon Mobil Corp. breached its 50 day moving average in a Bearish Manner : XOM-US : January 10, 2017"	"Exxon Mobil Corp. breached its 50 day moving average in a Bearish Manner : XOM-US : January 10, 2017"	"http://www.capitalcube.com/blog/index.php/exxon-mobil-corp-breached-its-50-day-moving-average-in-a-bearish-manner-xom-us-january-10-2017/"	"N"
"Market Close Report: Historical high reached as NASDAQ Composite Index closes at 5,531.82."	"Monday s session closes with the NASDAQ Composite Index reaching a historical high The index closed at 5 531 82 up 10 76 for the day The index first reached the 5000 mark on 01 06 2017 The total shares traded for the NASDAQ was over 2 06 billion Declining stocks led advancers by 1 43 to 1"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3VkFjnxeaGE/market-close-report-historical-high-reached-as-nasdaq-composite-index-closes-at-553182-cm731323"	"N"
"Cramer: Can Caterpillar, Exxon, Chevron or Coke Push the Dow Over 20K?"	"Cramer: Can Caterpillar, Exxon, Chevron or Coke Push the Dow Over 20K?"	"https://www.thestreet.com/story/13947717/1/cramer-can-caterpillar-exxon-chevron-or-coke-push-the-dow-over-20k.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Wall Street Poised for Mixed Close as Dow, S&P 500 Retreat on Oil Losses"	"Wall Street s main indexes were set for a mixed to mostly lower close as the Dow Jones Industrial Average and the S amp P 500 gave back ground amid declines in oil prices while gains in health care stocks helped the Nasdaq Composite buck the weaker trend Wall Street s main indexes were set"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zgTG8b1OBPw/wall-street-poised-for-mixed-close-as-dow-sp-500-retreat-on-oil-losses-cm731320"	"N"
"Stock Research Reports for Wal-Mart, Exxon & Qualcomm"	"Monday January 9 2017 We have featured new research reports on 16 major stocks in today s Research Daily including report son Wal Mart WMT Exxon Mobil XOM and QUALCOMM QCOM 160 Wal Mart shares have lost ground lately on concerns that the incoming administration s tax reform"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/W_vGwtQ1VaM/stock-research-reports-for-wal-mart-exxon-qualcomm-cm731396"	"N"
"Stock Research Reports for Wal-Mart, Exxon & Qualcomm"	"Stock Research Reports for Wal-Mart, Exxon & Qualcomm"	"http://finance.yahoo.com/news/stock-research-reports-wal-mart-215209653.html"	"N"
"Interesting April Stock Options for XOM"	"Consistently one of the more popular stocks people enter into their stock options watchlist at Stock Options Channel is Exxon Mobil Corp Symbol XOM So this week we highlight one interesting put contract and one interesting call contract from the April expiration for XOM The put"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4uTSzsS9r4M/interesting-april-stock-options-for-xom-cm731179"	"N"
"Dow Movers: XOM, DD"	"In early trading on Monday shares of DuPont topped the list of the day s best performing Dow Jones Industrial Average components trading up 1 1 Year to date DuPont registers a 1 1 gain And the worst performing Dow component thus far on the day is Exxon Mobil trading down 1 4"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/dB1AYpNEnC4/dow-movers-xom-dd-cm731037"	"N"
"[$$] Trump nominees: Democrats pick targets as Senate hearings start"	"[at Financial Times] - It was the annual St Petersburg International Economic Forum - Russia's answer to Davos - and Rex Tillerson was centre stage. To his left were fellow executives from Exxon and Italian peer Eni. To his ..."	"http://www.ft.com/cms/s/dc1d6464-d67e-11e6-944b-e7eb37a6aa8e,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"How Is Shell<U+0092>s Upstream Portfolio Shaping Up?"	"How Is Shell<U+0092>s Upstream Portfolio Shaping Up?"	"http://marketrealist.com/2017/01/shells-upstream-portfolio-shaping/?utm_source=yahoo&utm_medium=feed"	"N"
"Dow Retreats After Flirting With 20000"	"Dow Retreats After Flirting With 20000"	"http://www.wsj.com/articles/european-stocks-edge-lower-sterling-drops-1483951464?mod=yahoo_hs"	"N"
"US Market Indexes Mostly Lower Monday With Losses From Energy"	"US Market Indexes Mostly Lower Monday With Losses From Energy"	"http://finance.yahoo.com/news/us-market-indexes-mostly-lower-214448406.html"	"N"
"5 things to watch at Rex Tillerson's Senate grilling"	"5 things to watch at Rex Tillerson's Senate grilling"	"http://www.cnbc.com/id/104207842?__source=yahoo%7cfinance%7cheadline%7cheadline%7cstory&par=yahoo&doc=104207842"	"N"
"5 Best Oil Stocks To Buy Right Now"	"5 Best Oil Stocks To Buy Right Now"	"http://www.insidermonkey.com/blog/5-best-oil-stocks-to-buy-right-now-514934/"	"N"
"Dow Retreats After Flirting With 20000"	"Dow Retreats After Flirting With 20000"	"http://www.wsj.com/articles/european-stocks-edge-lower-sterling-drops-1483951464?ru=yahoo?mod=yahoo_itp"	"N"
"Oil Sinks Dow Jones Industrial Average as Nasdaq Scores Another High"	"After coming within a fraction of a point from the 20 000 level on Friday the 160 Dow Jones Industrial Average DJIA 160 explored a relatively narrow range today but failed to find its way into positive territory as falling crude oil prices weighed on stocks Still the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ul6CShUHhy8/oil-sinks-dow-jones-industrial-average-as-nasdaq-scores-another-high-cm731338"	"N"
"Booker to testify against fellow senator Sessions | Republicans leaders vow to plow ahead with Obamacare repeal"	"Booker to testify against fellow senator Sessions | Republicans leaders vow to plow ahead with Obamacare repeal"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=3DD34AF4-D72C-11E6-BF56-9BEE69EFF1F3&siteid=yhoof2"	"N"
"BP Prudhoe Bay Royalty Trust (BPT) Ex-Dividend Date Scheduled for January 11, 2017"	"BP Prudhoe Bay Royalty Trust BPT will begin trading ex dividend on January 11 2017 A cash dividend payment of 0 994 per share is scheduled to be paid on January 20 2017 Shareholders who purchased BPT prior to the ex dividend date are eligible for the cash dividend payment This"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7gPlcZ401f4/bp-prudhoe-bay-royalty-trust-bpt-ex-dividend-date-scheduled-for-january-11-2017-cm731525"	"N"
"[$$] Inside Rex Tillerson<U+393C><U+3E32>s Negotiating Style: Cozy With Power, Unbending and Theatrical"	"[at The Wall Street Journal] - As chief of Exxon Rex Tillerson hammered out multibillion-dollar deals with government leaders of all stripes. On the other hand, a company is not a country. The Senate, which is expected to consider Mr. ..."	"http://www.wsj.com/articles/inside-rex-tillersons-negotiating-style-cozy-with-power-unbending-and-theatrical-1483996831?ru=yahoo?mod=yahoo_itp"	"N"
"Tillerson Must Answer for Trump, Big Oil, Even Putin in Hearing"	"Tillerson Must Answer for Trump, Big Oil, Even Putin in Hearing"	"http://www.bloomberg.com/politics/articles/2017-01-10/tillerson-must-answer-for-trump-big-oil-even-putin-in-hearing?cmpid=yhoo.headline"	"N"
