"data.title"	"data.publication_date"	"data.summary"	"data.url"	"data.ticker"	"data.figi_ticker"	"data.figi"	"result_count"	"page_size"	"current_page"	"total_pages"	"api_call_credits"
"Pricing Pressure, Competition Remain Headwinds for Pharma Stocks"	"2017-10-18T23:52:14.000+00:00"	"While the drug pricing issue no longer remains a major headwind for pharma and biotech stocks it will nevertheless remain a headline risk until the Trump administration comes out with a policy for controlling drug prices The sector previously a Wall Street favorite was hit hard by"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/BGPaJqXj1kA/pricing-pressure-competition-remain-headwinds-for-pharma-stocks-cm861689"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Pricing Pressure, Competition Remain Headwinds for Pharma Stocks"	"2017-10-18T23:52:14.000+00:00"	"While the drug pricing issue no longer remains a major headwind for pharma and biotech stocks it will nevertheless remain a headline risk until the Trump administration comes out with a policy for controlling drug prices The sector previously a Wall Street favorite was hit hard by"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/BGPaJqXj1kA/pricing-pressure-competition-remain-headwinds-for-pharma-stocks-cm861689"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"5 Blue-Chip Stocks That “Dow 23,000” Left in the Dust"	"2017-10-18T23:49:59.000+00:00"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips The bulls are parading around Wall Street on Wednesday as better than expected earnings from International Business Machines Corp NYSE IBM sent shares soaring to their best gain in eight years never mind the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_sRUFGiSwhg/5-blue-chip-stocks-that-dow-23000-left-in-the-dust-cm861677"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"5 Blue-Chip Stocks That “Dow 23,000” Left in the Dust"	"2017-10-18T23:49:59.000+00:00"	"InvestorPlace Stock Market News Stock Advice amp Trading Tips The bulls are parading around Wall Street on Wednesday as better than expected earnings from International Business Machines Corp NYSE IBM sent shares soaring to their best gain in eight years never mind the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_sRUFGiSwhg/5-blue-chip-stocks-that-dow-23000-left-in-the-dust-cm861677"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"What to Expect from Big Pharmas After J&J&apos;s Solid Q3 Results?"	"2017-10-18T20:21:08.000+00:00"	"Large-cap pharmas are expected to report encouraging third-quarter results, following J&J&apos;s earnings beat. Five out of the six companies are expected to deliver earnings beat this quarter."	"https://finance.yahoo.com/news/expect-big-pharmas-j-j-202108992.html?.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"What to Expect from Big Pharmas After J&J&apos;s Solid Q3 Results?"	"2017-10-18T20:21:08.000+00:00"	"Large-cap pharmas are expected to report encouraging third-quarter results, following J&J&apos;s earnings beat. Five out of the six companies are expected to deliver earnings beat this quarter."	"https://finance.yahoo.com/news/expect-big-pharmas-j-j-202108992.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck: Is Keytruda a $16B Drug?"	"2017-10-18T18:28:00.000+00:00"	" Is Wall Street underestimating Keytruda?  Shares of Merck& Co. (  MRK) popped today after Citigroup’s Andrew Baum upgraded the drug maker to Buy from Neutral, and hiked his price target from $65 a share to $72 a share, citing heightened expectations for the blockbuster cancer drug.  It’s been a volatile 2017 for Merck."	"http://finance.yahoo.com/r/eac78982-d49c-3f49-9057-693a1902a2c2/merck-is-keytruda-a-16b-drug-1508351281?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck: Is Keytruda a $16B Drug?"	"2017-10-18T18:28:00.000+00:00"	" Is Wall Street underestimating Keytruda?  Shares of Merck& Co. (  MRK) popped today after Citigroup’s Andrew Baum upgraded the drug maker to Buy from Neutral, and hiked his price target from $65 a share to $72 a share, citing heightened expectations for the blockbuster cancer drug.  It’s been a volatile 2017 for Merck."	"http://finance.yahoo.com/r/eac78982-d49c-3f49-9057-693a1902a2c2/merck-is-keytruda-a-16b-drug-1508351281?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Johnson & Johnson Posts Solid Q3 Numbers Led By Ramp Up In Oncology Drugs"	"2017-10-18T18:19:36.000+00:00"	"Johnson amp Johnson s 160 JNJ stock increased by over 3 following its Q3 2017 earnings announcement effectively adding 13 billion in market cap The results were largely in line with expectations with a ramp up in key oncology drug sales benefits from the Actelion acquisition"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/npnvZ8Q0_ro/johnson-johnson-posts-solid-q3-numbers-led-by-ramp-up-in-oncology-drugs-cm861520"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Johnson & Johnson Posts Solid Q3 Numbers Led By Ramp Up In Oncology Drugs"	"2017-10-18T18:19:36.000+00:00"	"Johnson amp Johnson s 160 JNJ stock increased by over 3 following its Q3 2017 earnings announcement effectively adding 13 billion in market cap The results were largely in line with expectations with a ramp up in key oncology drug sales benefits from the Actelion acquisition"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/npnvZ8Q0_ro/johnson-johnson-posts-solid-q3-numbers-led-by-ramp-up-in-oncology-drugs-cm861520"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Dow Leads Indexes Up, As IBM Stuns Street"	"2017-10-18T15:52:17.000+00:00"	"The blue chip Dow led the market upward Wednesday morning as IBM IBM Goldman Sachs GS and Merck MRK jumped out of the gate ibd display video id 2376519 width 50 float left autostart true The Nasdaq was flat while the S amp P 500 rose 0 1"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/B2gtHPAjDMU/dow-leads-indexes-up-as-ibm-stuns-street-cm861302"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Dow Leads Indexes Up, As IBM Stuns Street"	"2017-10-18T15:52:17.000+00:00"	"The blue chip Dow led the market upward Wednesday morning as IBM IBM Goldman Sachs GS and Merck MRK jumped out of the gate ibd display video id 2376519 width 50 float left autostart true The Nasdaq was flat while the S amp P 500 rose 0 1"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/B2gtHPAjDMU/dow-leads-indexes-up-as-ibm-stuns-street-cm861302"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck Stock Edges Higher as Citi Forecasts Strong Sales"	"2017-10-18T13:55:00.000+00:00"	"Citi analysts say Merck's Keytruda immunotherapy cancer drug will carry the company."	"http://finance.yahoo.com/r/847dd72b-2bea-3453-a94d-730e588cb33e/citi-forecasts-strong-sales-for-merck.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck Stock Edges Higher as Citi Forecasts Strong Sales"	"2017-10-18T13:55:00.000+00:00"	"Citi analysts say Merck's Keytruda immunotherapy cancer drug will carry the company."	"http://finance.yahoo.com/r/847dd72b-2bea-3453-a94d-730e588cb33e/citi-forecasts-strong-sales-for-merck.html?puc=yahoo&cm_ven=YAHOO&yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Boosted By Keytruda, Citi Upgrades Merck To Buy For The First Time Ever"	"2017-10-18T13:07:02.000+00:00"	"Analysts at Citi hold a bullish rating on Merck & Co., Inc. (NYSE: MRK ). The firm's Andrew Baum upgraded Merck's stock from Neutral to Buy for the first time, with a price target boosted from ..."	"https://finance.yahoo.com/news/boosted-keytruda-citi-upgrades-merck-130702426.html?.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Boosted By Keytruda, Citi Upgrades Merck To Buy For The First Time Ever"	"2017-10-18T13:07:02.000+00:00"	"Analysts at Citi hold a bullish rating on Merck & Co., Inc. (NYSE: MRK ). The firm's Andrew Baum upgraded Merck's stock from Neutral to Buy for the first time, with a price target boosted from ..."	"https://finance.yahoo.com/news/boosted-keytruda-citi-upgrades-merck-130702426.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck shares jump after Citi upgrade on stronger cancer drug sales"	"2017-10-18T13:03:57.000+00:00"	"Keytruda is an immunotherapy drug used in cancer treatments. Citi increased its peak Keytruda sales forecast on the drug to $16 billion from $9 billion."	"http://finance.yahoo.com/r/f3a22fc3-0479-3650-80de-0f80e05a11bc/104780239?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104780239&yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Merck shares jump after Citi upgrade on stronger cancer drug sales"	"2017-10-18T13:03:57.000+00:00"	"Keytruda is an immunotherapy drug used in cancer treatments. Citi increased its peak Keytruda sales forecast on the drug to $16 billion from $9 billion."	"http://finance.yahoo.com/r/f3a22fc3-0479-3650-80de-0f80e05a11bc/104780239?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104780239&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"U.S. FDA Accepts Regulatory Submission for LYNPARZA® (olaparib) in Metastatic Breast Cancer and Grants Priority Review"	"2017-10-18T10:55:00.000+00:00"	"AstraZeneca and Merck , known as MSD outside the United States and Canada, today announced that the U.S. Food and Drug Administration has accepted and granted priority review for a supplemental New Drug Application for the use of LYNPARZA® tablets in patients with germline BRCA-mutated , HER2-negative metastatic breast cancer who have been previously treated with chemotherapy either in the neoadjuvant, ..."	"https://finance.yahoo.com/news/u-fda-accepts-regulatory-submission-105500835.html?.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"U.S. FDA Accepts Regulatory Submission for LYNPARZA® (olaparib) in Metastatic Breast Cancer and Grants Priority Review"	"2017-10-18T10:55:00.000+00:00"	"AstraZeneca and Merck , known as MSD outside the United States and Canada, today announced that the U.S. Food and Drug Administration has accepted and granted priority review for a supplemental New Drug Application for the use of LYNPARZA® tablets in patients with germline BRCA-mutated , HER2-negative metastatic breast cancer who have been previously treated with chemotherapy either in the neoadjuvant, ..."	"https://finance.yahoo.com/news/u-fda-accepts-regulatory-submission-105500835.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck’s KEYTRUDA® (pembrolizumab) More Than Doubled Median Overall Survival Compared to Chemotherapy After Two Years of Follow Up in First-Line Treatment of Patients with Metastatic Non-Small Cell Lung Cancer with High Levels of PD-L1"	"2017-10-18T10:45:00.000+00:00"	"Merck , known as MSD outside the United States and Canada, today announced the presentation of updated overall survival findings, a secondary endpoint, from the phase 3 KEYNOTE-024 trial evaluating KEYTRUDA® , the company’s anti-PD-1 therapy, as a first-line monotherapy in patients with non-small cell lung cancer whose tumors express high levels of PD-L1 ."	"https://finance.yahoo.com/news/merck-keytruda-pembrolizumab-more-doubled-104500441.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck’s KEYTRUDA® (pembrolizumab) More Than Doubled Median Overall Survival Compared to Chemotherapy After Two Years of Follow Up in First-Line Treatment of Patients with Metastatic Non-Small Cell Lung Cancer with High Levels of PD-L1"	"2017-10-18T10:45:00.000+00:00"	"Merck , known as MSD outside the United States and Canada, today announced the presentation of updated overall survival findings, a secondary endpoint, from the phase 3 KEYNOTE-024 trial evaluating KEYTRUDA® , the company’s anti-PD-1 therapy, as a first-line monotherapy in patients with non-small cell lung cancer whose tumors express high levels of PD-L1 ."	"https://finance.yahoo.com/news/merck-keytruda-pembrolizumab-more-doubled-104500441.html?.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Merck Presents Updated Overall Survival Findings From Phase 3 KEYNOTE-024 Trial"	"2017-10-18T07:16:00.000+00:00"	"Merck Presents Updated Overall Survival Findings From Phase 3 KEYNOTE-024 Trial"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QqEz_s1p3mk/merck-presents-updated-overall-survival-findings-from-phase-3-keynote024-trial-20171018-00359"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Merck Presents Updated Overall Survival Findings From Phase 3 KEYNOTE-024 Trial"	"2017-10-18T07:16:00.000+00:00"	"Merck Presents Updated Overall Survival Findings From Phase 3 KEYNOTE-024 Trial"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QqEz_s1p3mk/merck-presents-updated-overall-survival-findings-from-phase-3-keynote024-trial-20171018-00359"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"AstraZeneca, Merck Announce FDA Priority Review For Lynparza SNDA"	"2017-10-18T02:42:00.000+00:00"	"AstraZeneca, Merck Announce FDA Priority Review For Lynparza SNDA"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xbY2YqVqRy4/astrazeneca-merck-announce-fda-priority-review-for-lynparza-snda-20171018-00075"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"AstraZeneca, Merck Announce FDA Priority Review For Lynparza SNDA"	"2017-10-18T02:42:00.000+00:00"	"AstraZeneca, Merck Announce FDA Priority Review For Lynparza SNDA"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xbY2YqVqRy4/astrazeneca-merck-announce-fda-priority-review-for-lynparza-snda-20171018-00075"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Behind Merck’s Performance in 3Q17"	"2017-10-17T19:56:06.000+00:00"	"MRK stock rose ~0.6% in 3Q17 and has risen ~7.7% YTD (year-to-date) as of October 16."	"http://finance.yahoo.com/r/10f75737-8258-35a8-b491-7e0c755b6416/behind-mercks-performance-in-3q17?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Behind Merck’s Performance in 3Q17"	"2017-10-17T19:56:06.000+00:00"	"MRK stock rose ~0.6% in 3Q17 and has risen ~7.7% YTD (year-to-date) as of October 16."	"http://finance.yahoo.com/r/10f75737-8258-35a8-b491-7e0c755b6416/behind-mercks-performance-in-3q17?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"J&J (JNJ) Beats on Q3 Earnings, Actelion Buyout Drives Sales"	"2017-10-17T16:54:09.000+00:00"	"Johnson amp Johnson JNJ reported better than expected third quarter 2017 results beating the Zacks Consensus Estimate for both earnings and sales The drug and consumer products giant raised its 2017 sales and profit outlook which sent shares up 1 5 in pre market trading In fact"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/h7HtgTXv1iI/jj-jnj-beats-on-q3-earnings-actelion-buyout-drives-sales-cm860808"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"J&J (JNJ) Beats on Q3 Earnings, Actelion Buyout Drives Sales"	"2017-10-17T16:54:09.000+00:00"	"Johnson amp Johnson JNJ reported better than expected third quarter 2017 results beating the Zacks Consensus Estimate for both earnings and sales The drug and consumer products giant raised its 2017 sales and profit outlook which sent shares up 1 5 in pre market trading In fact"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/h7HtgTXv1iI/jj-jnj-beats-on-q3-earnings-actelion-buyout-drives-sales-cm860808"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Bristol-Myers Gets Priority Review for Opdivo Label Expansion"	"2017-10-17T15:56:08.000+00:00"	"Bristol Myers Squibb Company BMY announced that that the FDA has granted priority review to the supplemental Biologics License Application sBLA for the label expansion of Opdivo The company is looking to get the drug approved for treating patients with melanoma who are at high risk"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vS2he7ewxLw/bristol-myers-gets-priority-review-for-opdivo-label-expansion-cm860658"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Bristol-Myers Gets Priority Review for Opdivo Label Expansion"	"2017-10-17T15:56:08.000+00:00"	"Bristol Myers Squibb Company BMY announced that that the FDA has granted priority review to the supplemental Biologics License Application sBLA for the label expansion of Opdivo The company is looking to get the drug approved for treating patients with melanoma who are at high risk"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vS2he7ewxLw/bristol-myers-gets-priority-review-for-opdivo-label-expansion-cm860658"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Lost beneath headlines of five-figure drug costs — pharmaceutical price growth is weakening"	"2017-10-16T16:15:10.000+00:00"	"After months of headlines about astronomical drug prices, a funny thing’s happening — drug costs are plummeting."	"http://finance.yahoo.com/r/c37f9d26-92d0-313a-9deb-43c4bbe57f24/Story.aspx?guid=579631CE-B023-11E7-95DA-6300F441E5C2&siteid=yhoof2&yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Lost beneath headlines of five-figure drug costs — pharmaceutical price growth is weakening"	"2017-10-16T16:15:10.000+00:00"	"After months of headlines about astronomical drug prices, a funny thing’s happening — drug costs are plummeting."	"http://finance.yahoo.com/r/c37f9d26-92d0-313a-9deb-43c4bbe57f24/Story.aspx?guid=579631CE-B023-11E7-95DA-6300F441E5C2&siteid=yhoof2&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Notable ETF Inflow Detected - IVV, GOOG, MRK, DWDP"	"2017-10-16T15:19:38.000+00:00"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the iShares Core S amp P 500 ETF Symbol IVV where we have detected an approximate 1 1 billion dollar inflow that s a 0 9 increase week over week in"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6tUaQxc9Zf4/notable-etf-inflow-detected-ivv-goog-mrk-dwdp-cm860153"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Notable ETF Inflow Detected - IVV, GOOG, MRK, DWDP"	"2017-10-16T15:19:38.000+00:00"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the iShares Core S amp P 500 ETF Symbol IVV where we have detected an approximate 1 1 billion dollar inflow that s a 0 9 increase week over week in"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6tUaQxc9Zf4/notable-etf-inflow-detected-ivv-goog-mrk-dwdp-cm860153"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"The Cost Of Developing Drugs Is Insane. That Paper That Says Otherwise Is Insanely Bad"	"2017-10-16T14:58:00.000+00:00"	"The pharmaceutical industry puts the cost of bringing a medicine from invention to pharmacy shelves at $2.7 billion. A new paper says it is 'just' $648 million. Unfortunately for pharmaceutical investors and people fighting to control drug prices, alike, the new number doesn’t stand up scrutiny."	"http://finance.yahoo.com/r/f26f5cf6-5eba-3c51-bb21-d0403b473077/the-cost-of-developing-drugs-is-insane-a-paper-that-argued-otherwise-was-insanely-bad?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"The Cost Of Developing Drugs Is Insane. That Paper That Says Otherwise Is Insanely Bad"	"2017-10-16T14:58:00.000+00:00"	"The pharmaceutical industry puts the cost of bringing a medicine from invention to pharmacy shelves at $2.7 billion. A new paper says it is 'just' $648 million. Unfortunately for pharmaceutical investors and people fighting to control drug prices, alike, the new number doesn’t stand up scrutiny."	"http://finance.yahoo.com/r/f26f5cf6-5eba-3c51-bb21-d0403b473077/the-cost-of-developing-drugs-is-insane-a-paper-that-argued-otherwise-was-insanely-bad?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Loxo Oncology Fights Cancer With 'Tumor Agnostic' Approach"	"2017-10-16T13:18:31.000+00:00"	"The potential cancer cure disclosures that propelled Loxo Oncology LOXO stock up 43 one day in June and an additional 15 one day in September indicate innovation in cancer research and treatment that many investors say could keep Loxo aloft ibd display video id"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZWZQE2Dkqv4/loxo-oncology-fights-cancer-with-tumor-agnostic-approach-cm859981"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"8"	"42"	"1"
"Loxo Oncology Fights Cancer With 'Tumor Agnostic' Approach"	"2017-10-16T13:18:31.000+00:00"	"The potential cancer cure disclosures that propelled Loxo Oncology LOXO stock up 43 one day in June and an additional 15 one day in September indicate innovation in cancer research and treatment that many investors say could keep Loxo aloft ibd display video id"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZWZQE2Dkqv4/loxo-oncology-fights-cancer-with-tumor-agnostic-approach-cm859981"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Incyte Cancer Treatment Uses Patients' Immune System To Fight Disease"	"2017-10-16T13:17:49.000+00:00"	"Among the biotech companies chasing next generation cancer treatments that work with patients own immune systems Incyte INCY stands out with a treatment analysts say could prove to be a blockbuster ibd display video id 2326965 width 50 float left autostart true"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/sONgkph384Q/incyte-cancer-treatment-uses-patients-immune-system-to-fight-disease-cm859976"	NA	NA	NA	"4164"	"100"	"8"	"42"	"1"
"Incyte Cancer Treatment Uses Patients' Immune System To Fight Disease"	"2017-10-16T13:17:49.000+00:00"	"Among the biotech companies chasing next generation cancer treatments that work with patients own immune systems Incyte INCY stands out with a treatment analysts say could prove to be a blockbuster ibd display video id 2326965 width 50 float left autostart true"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/sONgkph384Q/incyte-cancer-treatment-uses-patients-immune-system-to-fight-disease-cm859976"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"9"	"42"	"1"
"Riding High: Agilent Technologies"	"2017-10-16T01:26:00.000+00:00"	"Riding High: Agilent Technologies"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/HohXbtLKPXE/riding-high-agilent-technologies-20171016-00036"	NA	NA	NA	"4164"	"100"	"9"	"42"	"1"
"Riding High: Agilent Technologies"	"2017-10-16T01:26:00.000+00:00"	"Riding High: Agilent Technologies"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/HohXbtLKPXE/riding-high-agilent-technologies-20171016-00036"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"9"	"42"	"1"
"Better Buy: AbbVie Inc. vs. Merck"	"2017-10-14T16:16:59.000+00:00"	"Leader and laggard That s what you have with AbbVie NYSE ABBV and Merck NYSE MRK stocks at least so far in 2017 AbbVie is enjoying one of its best years ever with shares soaring more than 45 Meanwhile Merck stock is up by a single digit percentage year to date"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vnGzQ8blCaU/better-buy-abbvie-inc-vs-merck-cm859834"	NA	NA	NA	"4164"	"100"	"9"	"42"	"1"
"Better Buy: AbbVie Inc. vs. Merck"	"2017-10-14T16:16:59.000+00:00"	"Leader and laggard That s what you have with AbbVie NYSE ABBV and Merck NYSE MRK stocks at least so far in 2017 AbbVie is enjoying one of its best years ever with shares soaring more than 45 Meanwhile Merck stock is up by a single digit percentage year to date"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vnGzQ8blCaU/better-buy-abbvie-inc-vs-merck-cm859834"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"9"	"42"	"1"
"Better Buy: AbbVie Inc. vs. Merck"	"2017-10-14T14:33:00.000+00:00"	"The deck is stacked in favor of one of these big pharma stocks. But which one?"	"https://finance.yahoo.com/news/better-buy-abbvie-inc-vs-143300622.html?.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"9"	"42"	"1"
"Better Buy: AbbVie Inc. vs. Merck"	"2017-10-14T14:33:00.000+00:00"	"The deck is stacked in favor of one of these big pharma stocks. But which one?"	"https://finance.yahoo.com/news/better-buy-abbvie-inc-vs-143300622.html?.tsrc=rss"	NA	NA	NA	"4164"	"100"	"9"	"42"	"1"
"Cancer Space Update: Lung & Breast Cancer Studies in Focus"	"2017-10-13T17:12:15.000+00:00"	"Major news in the cancer segment this week was the failure of Eli Lilly and Company s LLY newly approved breast cancer drug Verzenio in a pivotal lung cancer study With this latest failure Lilly joins the list of large pharma companies who have failed in their respective lung cancer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ICWbxtpsd28/cancer-space-update-lung-breast-cancer-studies-in-focus-cm859512"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"9"	"42"	"1"
"Cancer Space Update: Lung & Breast Cancer Studies in Focus"	"2017-10-13T17:12:15.000+00:00"	"Major news in the cancer segment this week was the failure of Eli Lilly and Company s LLY newly approved breast cancer drug Verzenio in a pivotal lung cancer study With this latest failure Lilly joins the list of large pharma companies who have failed in their respective lung cancer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ICWbxtpsd28/cancer-space-update-lung-breast-cancer-studies-in-focus-cm859512"	NA	NA	NA	"4164"	"100"	"9"	"42"	"1"
"Merck & Co., Inc. – Value Analysis (NYSE:MRK) : October 13, 2017"	"2017-10-13T15:41:49.000+00:00"	"Categories:  Fundamental Analysis Yahoo FinanceClick here to see latest analysis Capitalcube gives Merck & Co., Inc. a score of 47. Our analysis is based on comparing Merck & Co., Inc. with the following peers – Pfizer Inc., Johnson & Johnson, Bristol-Myers Squibb Company, Eli Lilly and Company, Sanofi Sponsored ADR, GlaxoSmithKline plc Sponsored ADR, Teva Pharmaceutical Industries Limited Sponsored ... Read more <b>(Read more...)</b>"	"http://finance.yahoo.com/r/fc7e44f8-9b00-307a-ab1b-543c95445cbe/merck-co-inc-value-analysis-nysemrk-october-13-2017?yptr=yahoo&.tsrc=rss"	NA	NA	NA	"4164"	"100"	"9"	"42"	"1"
"Merck & Co., Inc. – Value Analysis (NYSE:MRK) : October 13, 2017"	"2017-10-13T15:41:49.000+00:00"	"Categories:  Fundamental Analysis Yahoo FinanceClick here to see latest analysis Capitalcube gives Merck & Co., Inc. a score of 47. Our analysis is based on comparing Merck & Co., Inc. with the following peers – Pfizer Inc., Johnson & Johnson, Bristol-Myers Squibb Company, Eli Lilly and Company, Sanofi Sponsored ADR, GlaxoSmithKline plc Sponsored ADR, Teva Pharmaceutical Industries Limited Sponsored ... Read more <b>(Read more...)</b>"	"http://finance.yahoo.com/r/fc7e44f8-9b00-307a-ab1b-543c95445cbe/merck-co-inc-value-analysis-nysemrk-october-13-2017?yptr=yahoo&.tsrc=rss"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"9"	"42"	"1"
